Semana,Dia,Tema Principal,Subtema,Aula,Link Aula,Link Questões
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Intercorrências Clínicas na Gestação,Doenças intercorrentes na gestação,(OPCIONAL) Cardiopatias e Gestação,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/851ae4dc-2556-488e-adef-b3aec04cfef3/video/7bd32057-2b12-445c-884a-f6d9ab4e7fa1,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/851ae4dc-2556-488e-adef-b3aec04cfef3/questoes/e82a2c9e-95e6-4619-a5f5-105a8632a572
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Intercorrências Clínicas na Gestação,Doenças intercorrentes na gestação,(OPCIONAL) Miscelânia,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/0472744d-dfdf-4523-bc5d-bde69da9e5df/video/7fae817c-91c6-4796-8d0c-4e8d4193a3f0,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/0472744d-dfdf-4523-bc5d-bde69da9e5df/questoes/1f0a82f4-0f66-4baf-ab19-d862654c708c
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Hemorragias Gestacionais e Aborto Legal,Hemorragias da primeira metade da gestação,Gravidez Ectópica,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/42dca109-c257-4838-86cf-b97d0e85635d/video/f8948062-d41e-4abe-a1df-d7e084038235,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/42dca109-c257-4838-86cf-b97d0e85635d/questoes/8cbe7591-75a4-40a5-9646-330c8ca40bac
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Hemorragias Gestacionais e Aborto Legal,Hemorragias da primeira metade da gestação,Abortamento de Colo Fechado,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/87fa24ec-6508-4cec-9484-f5651653e1c8/video/7fc89ed2-f01d-4008-b20d-5be8d6fe9e80,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/87fa24ec-6508-4cec-9484-f5651653e1c8/questoes/552997b6-d3bd-4e25-b110-9c2a5b965481
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Hemorragias Gestacionais e Aborto Legal,Hemorragias da primeira metade da gestação,Abortamento de Colo Aberto,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/82f4f686-c1b7-4709-b5ab-aa4566d7ebe3/video/fb4b6817-2b5a-48a2-b0f2-eeebd54d89ca,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/82f4f686-c1b7-4709-b5ab-aa4566d7ebe3/questoes/2333fe76-60de-4854-adf7-20472d3ea378
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Hemorragias Gestacionais e Aborto Legal,Hemorragias da primeira metade da gestação,Doença Trofoblástica Gestacional: Diagnóstico e Tratamento,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/ec9f977d-b880-4d0c-ac06-bfd7a6cad48c/video/7fd187fb-4c5a-43fa-9f6a-829b3f5bda0e,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/ec9f977d-b880-4d0c-ac06-bfd7a6cad48c/questoes/411132f2-0e17-4237-aaf1-74f2c0ce7b73
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Hemorragias Gestacionais e Aborto Legal,Hemorragias da primeira metade da gestação,Doença Trofoblástica Gestacional: Particularidades,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/1740a240-8dbf-440b-928c-72c47df39e02/video/6187eba6-92da-49cf-a463-705f03c3cfe2,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/1740a240-8dbf-440b-928c-72c47df39e02/questoes/1b807db0-1b5d-44c4-b1b2-d51b530ab0c5
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Hemorragias Gestacionais e Aborto Legal,Hemorragias da segunda metade da gestação,Descolamento Prematuro de Placenta (DPP) (Parte 1),https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/ac890922-370b-4d62-9b9e-402406f08dad/video/617bcdf9-ad67-40d1-8752-b6e769e164fa,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/ac890922-370b-4d62-9b9e-402406f08dad/questoes/7487eca5-61a0-4fe1-b0bf-a279ab07009c
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Hemorragias Gestacionais e Aborto Legal,Hemorragias da segunda metade da gestação,Descolamento Prematuro de Placenta (DPP) (Parte 2),https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/798821ca-9bd8-4f92-8311-f5d898952693/video/84af8819-30ef-40ce-8974-692e02f51f8b,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/798821ca-9bd8-4f92-8311-f5d898952693/questoes/0cab59ab-7982-4f2f-a35b-43bf2a884b36
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Hemorragias Gestacionais e Aborto Legal,Hemorragias da segunda metade da gestação,Placenta Prévia,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/f355b490-2175-4b7a-bfaa-46d5b8edabcb/video/67ff9a73-f98c-445e-9c2b-666f18db6bf1,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/f355b490-2175-4b7a-bfaa-46d5b8edabcb/questoes/a7ebb65d-c2f3-49ed-9291-c67055e78ba3
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Hemorragias Gestacionais e Aborto Legal,Hemorragias da segunda metade da gestação,Acretismo Placentário,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/66147302-123b-4838-b30e-dbd467e38228/video/616e89c5-2a1f-4a4a-b2df-62cf50413746,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/66147302-123b-4838-b30e-dbd467e38228/questoes/ad77ee51-c423-4f97-bf95-394d3c153614
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Hemorragias Gestacionais e Aborto Legal,Hemorragias da segunda metade da gestação,Descolamento Prematuro de Placenta (DPP) x Placenta prévia,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/c6897501-3e77-46d1-99f2-b9cc00fac8ec/video/72b4a58a-d246-4ea1-bc03-026b5bd4b9b4,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/c6897501-3e77-46d1-99f2-b9cc00fac8ec/questoes/ca13093b-296f-4ad1-8d3d-46f529dd52b7
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Hemorragias Gestacionais e Aborto Legal,Hemorragias da segunda metade da gestação,Rotura Uterina,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/a251bc0c-a312-408d-82fa-472fc89e9a10/video/be9955ae-1645-465a-b0b0-34bdeb338e58,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/a251bc0c-a312-408d-82fa-472fc89e9a10/questoes/6f547a0e-e753-4571-bf4f-1e713201a6c9
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Hemorragias Gestacionais e Aborto Legal,Hemorragias da segunda metade da gestação,Rotura de Vasa Prévia e do Seio Marginal,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/5ab0a473-b770-4d64-ace3-d8f7cc983d32/video/bc3bc577-afe7-437b-a8d0-d05146c30446,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/5ab0a473-b770-4d64-ace3-d8f7cc983d32/questoes/f51d4f6d-369e-4124-81a0-2f1618c82b81
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Hemorragias Gestacionais e Aborto Legal,Violência Sexual e Abortamento Legal,Violência Sexual,https://sanarflix.sanar.com.br/portal/sala-de-aula/926153b6-3eed-448c-acde-4fd55f8aabd5/399c1c91-2845-4f04-92e0-920356813fc4/video/b626f430-f5ae-439b-9c87-b4167a816530,https://sanarflix.sanar.com.br/portal/sala-de-aula/926153b6-3eed-448c-acde-4fd55f8aabd5/399c1c91-2845-4f04-92e0-920356813fc4/questoes/900b7432-a90c-443a-a112-7a144ad62b70
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Hemorragias Gestacionais e Aborto Legal,Violência Sexual e Abortamento Legal,Abortamento legal,https://sanarflix.sanar.com.br/portal/sala-de-aula/926153b6-3eed-448c-acde-4fd55f8aabd5/0d9bee95-fce3-4115-a8c9-fb7db0f668ff/video/c9be37b7-7cd7-44d1-b7db-9b90203904d2,https://sanarflix.sanar.com.br/portal/sala-de-aula/926153b6-3eed-448c-acde-4fd55f8aabd5/0d9bee95-fce3-4115-a8c9-fb7db0f668ff/questoes/5a66a6ef-fbb5-41f3-82e0-759101fc3556
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Infecções e Vitalidade Fetal,"Infecções: Sífilis, HIV e Toxoplasmose na gestação",HIV - Pré-natal,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/69ecc50e-83bf-497d-87ba-72249a650b07/video/b3baa02b-b4e2-4545-8c89-5f0582556691,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/69ecc50e-83bf-497d-87ba-72249a650b07/questoes/7bfbb400-dcfb-4e27-bfa4-eca62ff7915b
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Infecções e Vitalidade Fetal,"Infecções: Sífilis, HIV e Toxoplasmose na gestação",(OPCIONAL) HIV - Antirretrovirais,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/9f4418dc-8c97-4723-b25e-2c679f7994ff/video/2d891974-131e-458b-bb89-0a22dd15a97b,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/9f4418dc-8c97-4723-b25e-2c679f7994ff/questoes/ae25c71a-f36b-43ea-aacb-08cf4109ce01
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Infecções e Vitalidade Fetal,"Infecções: Sífilis, HIV e Toxoplasmose na gestação",HIV - Parto,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/609c12c2-8d51-492c-9b24-7c60b9868b53/video/132d472d-6db2-4f64-b04b-5f464dc77888,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/609c12c2-8d51-492c-9b24-7c60b9868b53/questoes/6633921b-cbba-47ee-8738-639a45eb2b5f
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Infecções e Vitalidade Fetal,"Infecções: Sífilis, HIV e Toxoplasmose na gestação",Sífilis - Tratamento e Seguimento,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/76c5f62e-8409-4c31-a48b-dfc31cf258d9/video/2a886212-70c5-4f7b-b931-5060fc3e6bd9,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/76c5f62e-8409-4c31-a48b-dfc31cf258d9/questoes/088f336e-07cb-4425-8af7-e51519c5d4b7
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Infecções e Vitalidade Fetal,"Infecções: Sífilis, HIV e Toxoplasmose na gestação",Sífilis - Diagnóstico,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/459285da-f6b6-459a-87c6-3c5c882e4cfb/video/4674ae2d-1633-47af-bc54-e602e27e9635,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/459285da-f6b6-459a-87c6-3c5c882e4cfb/questoes/548ab886-b984-4d33-b602-0a1ba1ec310d
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Infecções e Vitalidade Fetal,"Infecções: Sífilis, HIV e Toxoplasmose na gestação",Toxoplasmose - Abordagem Geral,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/27c267de-ffe3-4f34-aa80-71cb860b2027/video/b1bd4038-a729-43c6-b0b0-1aec850f7a45,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/27c267de-ffe3-4f34-aa80-71cb860b2027/questoes/cd017ea2-b20e-40ae-a0fa-a2d77b09ff0e
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Infecções e Vitalidade Fetal,"Infecções: Sífilis, HIV e Toxoplasmose na gestação",Toxoplasmose - Triagem Sorológica,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/48a76024-7dc8-41e1-9349-f17b9d49a548/video/56edbe92-40ee-4cd6-873a-d77b5289a75f,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/48a76024-7dc8-41e1-9349-f17b9d49a548/questoes/6079df3f-2ba6-4dc6-ba1d-be70baef2171
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Infecções e Vitalidade Fetal,"Infecções: Sífilis, HIV e Toxoplasmose na gestação",Toxoplasmose - Conduta,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/925bab85-81b4-466a-b4ce-6c1b272a870b/video/c182e8fe-ff44-4073-852e-cbfedb23bac9,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/925bab85-81b4-466a-b4ce-6c1b272a870b/questoes/9d18d681-8a8b-4236-9677-1093f9e8c06f
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Infecções e Vitalidade Fetal,"Infecções: Sífilis, HIV e Toxoplasmose na gestação",Toxoplasmose - Fluxograma ,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/623731af-120f-48bd-b471-d5b273329db4/video/4636f0c9-a35d-4fc3-9db8-6de9bd0bf45c,
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Infecções e Vitalidade Fetal,Rotura prematura de membranas ovulares e prematuridade,Rotura Prematura de Membranas Ovulares (RPMO): Diagnóstico,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/3e05cd7c-c16e-45d7-8ec3-60d1de603f37/video/a3a3634d-e21e-4c43-af2b-2b66ef8cca76,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/3e05cd7c-c16e-45d7-8ec3-60d1de603f37/questoes/76746f0c-cc00-4e4e-ac42-fe71c62ebd26
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Infecções e Vitalidade Fetal,Rotura prematura de membranas ovulares e prematuridade,Rotura Prematura de Membranas Ovulares (RPMO): Conduta,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/e062572b-39e6-46bf-a2de-f604c2284c6b/video/1639948d-1470-4bcd-8af3-8aef3fcf3054,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/e062572b-39e6-46bf-a2de-f604c2284c6b/questoes/73e378a3-f12d-4eda-8dbf-dd21d1e8de8e
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Infecções e Vitalidade Fetal,Rotura prematura de membranas ovulares e prematuridade,Rotura Prematura de Membranas Ovulares (RPMO): Corioamnionite,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/8f643fec-e0b1-4e0e-987d-6a113549ba7f/video/99f075bd-cf1b-46ba-9b36-1474ae62335b,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/8f643fec-e0b1-4e0e-987d-6a113549ba7f/questoes/8a650cf0-d205-4565-af7d-0b4323ad1c6d
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Infecções e Vitalidade Fetal,Rotura prematura de membranas ovulares e prematuridade,Prematuridade: Insuficiência Istmo-Cervical (IIC),https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/8273c73c-95ca-4fe5-9285-804fc23cc856/video/a0ae44fe-1145-4135-a152-bb79d20b3598,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/8273c73c-95ca-4fe5-9285-804fc23cc856/questoes/5239bac5-9562-46a4-b690-273a5f26e084
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Infecções e Vitalidade Fetal,Rotura prematura de membranas ovulares e prematuridade,Prematuridade: Trabalho de Parto Prematuro,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/8aaf59fe-f724-4fc0-b27a-44ccf33a3e86/video/824db813-80d9-4115-9338-1408411434fc,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/8aaf59fe-f724-4fc0-b27a-44ccf33a3e86/questoes/65996aa7-c2a1-4205-a1f4-f14431925734
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Infecções e Vitalidade Fetal,Rotura prematura de membranas ovulares e prematuridade,Prematuridade: Prevenção,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/e3f1c0a3-7e6a-4dc9-a5c2-1a1ebf2a5bb5/video/50261243-79a6-43af-b561-af6deafbeffe,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/e3f1c0a3-7e6a-4dc9-a5c2-1a1ebf2a5bb5/questoes/794dd4f8-a7a8-4c78-aa6e-2d8cbd017637
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Infecções e Vitalidade Fetal,"Vitalidade fetal, sofrimento agudo e crônico",Vitalidade Fetal,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/aa2b7d43-9c0c-4033-ab99-5c3a7f839e10/video/e777a98d-e2f3-4961-a26e-124caed4fb46,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/aa2b7d43-9c0c-4033-ab99-5c3a7f839e10/questoes/62787063-7f44-4caa-9cea-f6a2b7b95a9e
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Infecções e Vitalidade Fetal,"Vitalidade fetal, sofrimento agudo e crônico",Cardiotocografia (Parte 1),https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/76fb0bb0-8da4-41e5-b123-bfe6145edc95/video/9c7d8617-f7a8-4d8a-b2c2-cec19f730fdb,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/76fb0bb0-8da4-41e5-b123-bfe6145edc95/questoes/2de154de-cd92-4051-b409-af74a197ad66
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Infecções e Vitalidade Fetal,"Vitalidade fetal, sofrimento agudo e crônico",Cardiotocografia (Parte 2),https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/c1c9586e-0df8-46d7-b0d0-8b5ff26fd546/video/0d3b1ced-8487-4732-8a80-53acef513bf7,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/c1c9586e-0df8-46d7-b0d0-8b5ff26fd546/questoes/d73f9a84-31a7-40fa-8900-480c442c5c41
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Infecções e Vitalidade Fetal,"Vitalidade fetal, sofrimento agudo e crônico",(OPCIONAL) Perfil Biofísico Fetal ,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/97294037-04b4-4f63-8e08-a3176b76cba6/video/4929f880-c836-4362-8b16-c56e64d4b0be,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/97294037-04b4-4f63-8e08-a3176b76cba6/questoes/fd868fa0-035d-44a7-9d3d-752fddf31e90
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Infecções e Vitalidade Fetal,"Vitalidade fetal, sofrimento agudo e crônico",Alterações do Líquido Amniótico,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/fd923058-81a6-4dc1-8d0c-7e02b779c56d/video/4c1bd5e2-3abe-458b-9b30-60dedff14fbe,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/fd923058-81a6-4dc1-8d0c-7e02b779c56d/questoes/e1a7acee-620b-4872-8935-9a71bc80b2a8
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Infecções e Vitalidade Fetal,"Vitalidade fetal, sofrimento agudo e crônico",(OPCIONAL) Dopplervelocimetria (Parte 1)  ,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/3b3d3c19-d915-4a4b-b6e3-1d101f331fd6/video/a2e0de9f-ef21-4df6-8cb4-a83941f8da50,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/3b3d3c19-d915-4a4b-b6e3-1d101f331fd6/questoes/649bf0bc-f9e8-4ae9-ad04-5ae74a38a982
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Infecções e Vitalidade Fetal,"Vitalidade fetal, sofrimento agudo e crônico",(OPCIONAL) Dopplervelocimetria (Parte 2) ,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/49fac190-5be0-4914-9bed-043b2bad7b22/video/3f2fdbf4-c8e6-4dce-85e0-bba3c08d2e9c,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/49fac190-5be0-4914-9bed-043b2bad7b22/questoes/6d5bc2f5-1151-49a3-81e0-22eccd1182fb
Semana 01 (11/08-17/08),Dia 1 - Ginecologia e Obstetrícia,Infecções e Vitalidade Fetal,"Vitalidade fetal, sofrimento agudo e crônico",Restrição de Crescimento Fetal,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/b0eaad1c-baae-40b7-99c8-6fedfb5a1b80/video/1eaf0ef9-0677-4eb5-ba7a-b102556bd05e,https://sanarflix.sanar.com.br/portal/sala-de-aula/dd7457cb-72e3-44b6-b794-8e927f3e4d88/b0eaad1c-baae-40b7-99c8-6fedfb5a1b80/questoes/90d5e9f2-9bcf-4c43-b871-579069470720
Semana 02 (18/08-24/08),Dia 1 - Ginecologia e Obstetrícia,ISTs e Infecções Genitais,ISTs e Úlceras Genitais,Sífilis Genital,https://sanarflix.sanar.com.br/portal/sala-de-aula/926153b6-3eed-448c-acde-4fd55f8aabd5/b6cd0375-e8f4-43b5-967f-3f9042ea4ebf/video/7d54fd40-ee34-498f-8c20-d1b7847b101c,https://sanarflix.sanar.com.br/portal/sala-de-aula/926153b6-3eed-448c-acde-4fd55f8aabd5/b6cd0375-e8f4-43b5-967f-3f9042ea4ebf/questoes/231e23a9-f7b1-4259-bbdc-8bacd46a8f74
Semana 02 (18/08-24/08),Dia 1 - Ginecologia e Obstetrícia,ISTs e Infecções Genitais,ISTs e Úlceras Genitais,Herpes Genital,https://sanarflix.sanar.com.br/portal/sala-de-aula/926153b6-3eed-448c-acde-4fd55f8aabd5/c48961ed-9eda-44e2-bbfa-2fffab3d9188/video/22be5bc4-28b8-4247-b661-e1d51ecdec97,https://sanarflix.sanar.com.br/portal/sala-de-aula/926153b6-3eed-448c-acde-4fd55f8aabd5/c48961ed-9eda-44e2-bbfa-2fffab3d9188/questoes/5eb4ea92-84dd-4eec-b5a7-9d4aa28e7fad
Semana 02 (18/08-24/08),Dia 1 - Ginecologia e Obstetrícia,ISTs e Infecções Genitais,ISTs e Úlceras Genitais,Outras Infecções Sexualmente Transmissíveis (ISTs),https://sanarflix.sanar.com.br/portal/sala-de-aula/926153b6-3eed-448c-acde-4fd55f8aabd5/71e1493b-c85f-4615-b59a-b242fc71742a/video/a2824cff-630e-4da6-a7c7-77b63b16d17a,https://sanarflix.sanar.com.br/portal/sala-de-aula/926153b6-3eed-448c-acde-4fd55f8aabd5/71e1493b-c85f-4615-b59a-b242fc71742a/questoes/dd9ade92-4b2d-4c1c-9689-2462ecdb76d9
Semana 02 (18/08-24/08),Dia 1 - Ginecologia e Obstetrícia,ISTs e Infecções Genitais,Vulvovaginites e Cervicites,Conteúdo Vaginal Normal,https://sanarflix.sanar.com.br/portal/sala-de-aula/926153b6-3eed-448c-acde-4fd55f8aabd5/7f53ded9-6cf2-4f40-99c9-cc7da1eba6f4/video/0aa91621-7c03-459a-bc60-2ea30602e90d,https://sanarflix.sanar.com.br/portal/sala-de-aula/926153b6-3eed-448c-acde-4fd55f8aabd5/7f53ded9-6cf2-4f40-99c9-cc7da1eba6f4/questoes/e41e0097-c784-41fb-b262-c6417ca4873d
Semana 02 (18/08-24/08),Dia 1 - Ginecologia e Obstetrícia,ISTs e Infecções Genitais,Vulvovaginites e Cervicites,Vaginose Bacteriana: Introdução,https://sanarflix.sanar.com.br/portal/sala-de-aula/926153b6-3eed-448c-acde-4fd55f8aabd5/fc82f843-c460-4fb8-adf2-9752741b5157/video/73c61fb4-e816-43fd-a976-06e17e896446,https://sanarflix.sanar.com.br/portal/sala-de-aula/926153b6-3eed-448c-acde-4fd55f8aabd5/fc82f843-c460-4fb8-adf2-9752741b5157/questoes/d408a03e-543d-4ade-8c05-78a3164b15b7
